Vessel Name,Port Call Type,Port Type,Port At Call,Ata/atd,Voyage Origin Port,Leg Start Port/anch,In Transit Port Calls,MMSI,Imo,Voyage Origin Port Atd,Vessel Type - Generic,Capacity - Dwt,My Fleets,Flag
MICHELLE 219 03,DEPARTURE,Port,GRESIK,2021-12-17 14:29 UTC,-,-,Not in Transit,525018246,0,2021-11-12 05:38 UTC,Tug,-,-,Indonesia
KM. KURNIA HARAPAN,DEPARTURE,Port,GRESIK,2021-12-17 14:52 UTC,-,-,Not in Transit,525800291,0,2021-11-29 13:22 UTC,Cargo,-,-,Indonesia
SEMAR SEBELAS,ARRIVAL,Port,GRESIK,2021-12-17 15:19 UTC,JAKARTA,SURABAYA RIVER ANCH,Not in Transit,525012302,9028902,2021-12-11 15:17 UTC,Tug,-,-,Indonesia
TB.FLORES 1,ARRIVAL,Port,GRESIK,2021-12-17 15:32 UTC,JAKARTA,JAKARTA ANCH,Not in Transit,525010178,0,2021-12-12 10:37 UTC,Tug,-,-,Indonesia
SEMAR SEBELAS,DEPARTURE,Port,GRESIK,2021-12-17 16:15 UTC,-,-,Not in Transit,525012302,9028902,2021-12-11 15:17 UTC,Tug,-,-,Indonesia
NEW GLOBAL,DEPARTURE,Port,GRESIK,2021-12-17 16:16 UTC,-,-,Not in Transit,525500462,9875599,2021-12-03 16:49 UTC,Tanker,7998,-,Indonesia
JAYANEGARA 203,ARRIVAL,Port,GRESIK,2021-12-17 16:44 UTC,GRESIK,GRESIK,Not in Transit,525200068,9793648,2021-12-17 14:09 UTC,Tug,190,-,Indonesia
SERVEWELL VIRTUE,ARRIVAL,Port,GRESIK,2021-12-17 16:45 UTC,PERTAMINA ABHERKA,PERTAMINA ABHERKA,Not in Transit,525005200,9656539,2021-12-17 11:03 UTC,Special Craft,-,-,Indonesia
JAYANEGARA 303,ARRIVAL,Port,GRESIK,2021-12-17 16:53 UTC,GRESIK,GRESIK,Not in Transit,525200037,9791365,2021-12-17 14:13 UTC,Tug,-,-,Indonesia
KT.SUBALI.2,DEPARTURE,Port,GRESIK,2021-12-17 17:19 UTC,-,-,Not in Transit,525100619,8993746,2021-12-16 08:40 UTC,Tug,-,-,Indonesia
HARAPAN DIRIAH 1,ARRIVAL,Port,GRESIK,2021-12-17 19:16 UTC,JAKARTA,JAKARTA,Not in Transit,525000000,0,2021-12-17 12:53 UTC,Tug,-,-,Indonesia
HARAPAN DIRIAH 1,DEPARTURE,Port,GRESIK,2021-12-17 19:31 UTC,-,-,Not in Transit,525000000,0,2021-12-17 12:53 UTC,Tug,-,-,Indonesia
BEST,ARRIVAL,Port,GRESIK,2021-12-17 22:57 UTC,SURABAYA,SURABAYA RIVER ANCH,Not in Transit,525009083,8804270,2021-12-09 14:59 UTC,Tanker,602,-,Indonesia
SINAR MARATUA,DEPARTURE,Port,GRESIK,2021-12-17 23:16 UTC,-,-,Not in Transit,525109006,9276327,2021-12-12 22:18 UTC,Tanker,3599,-,Indonesia
SAMUDERA 01,ARRIVAL,Port,GRESIK,2021-12-17 23:19 UTC,GRESIK,GRESIK,Not in Transit,525101696,9004724,2021-12-15 09:26 UTC,Special Craft,-,-,Indonesia
SMS VINCENT,DEPARTURE,Port,GRESIK,2021-12-17 23:45 UTC,-,-,Not in Transit,525019391,9459228,2021-12-15 23:17 UTC,Special Craft,96,-,Indonesia
PLJQ,ARRIVAL,Port,GRESIK,2021-12-18 00:07 UTC,BATU AMPAR,BATU AMPAR,Not in Transit,525000001,0,2021-12-18 00:04 UTC,Other,-,-,Indonesia
SEMAR SEBELAS,ARRIVAL,Port,GRESIK,2021-12-18 00:13 UTC,JAKARTA,SURABAYA RIVER ANCH,Not in Transit,525012302,9028902,2021-12-11 15:17 UTC,Tug,-,-,Indonesia
TIRTA SAMUDRA XXVI,ARRIVAL,Port,GRESIK,2021-12-18 00:22 UTC,SAMPIT,SURABAYA RIVER ANCH,Not in Transit,525022013,9642655,2021-12-10 11:37 UTC,Cargo,3000,-,Indonesia
JAYANEGARA 303,DEPARTURE,Port,GRESIK,2021-12-18 00:32 UTC,-,-,Not in Transit,525200037,9791365,2021-12-17 14:13 UTC,Tug,-,-,Indonesia
SM.02,ARRIVAL,Port,GRESIK,2021-12-18 01:17 UTC,SAMPIT,SURABAYA RIVER ANCH,Not in Transit,525500367,0,2021-11-09 21:40 UTC,Tug,-,-,Indonesia
JAYANEGARA 202,ARRIVAL,Port,GRESIK,2021-12-18 02:04 UTC,SURABAYA,SURABAYA,Not in Transit,525200069,9793636,2021-12-18 01:23 UTC,Tug,190,-,Indonesia
BINTANG MUTIARA XXX,DEPARTURE,Port,GRESIK,2021-12-18 02:13 UTC,-,-,Not in Transit,525016636,0,2021-12-09 05:18 UTC,Tug,-,-,Indonesia
TB. BUR 3,ARRIVAL,Port,GRESIK,2021-12-18 02:23 UTC,-,-,Not in Transit,525003248,0,-,Tug,-,-,Indonesia
KM EXPRESS BAHARI 6F,DEPARTURE,Port,GRESIK,2021-12-18 02:31 UTC,-,-,Not in Transit,525500455,0,2021-12-12 05:09 UTC,Passenger,-,-,Indonesia
POLAIR3,DEPARTURE,Port,GRESIK,2021-12-18 02:37 UTC,-,-,Not in Transit,525000003,0,2021-12-14 18:57 UTC,Other,-,-,Indonesia
GOLDEN CYGNUS,DEPARTURE,Port,GRESIK,2021-12-18 02:45 UTC,-,-,Not in Transit,563079900,9498080,2021-12-14 06:02 UTC,Tanker,11575,-,Singapore
TB IVY,DEPARTURE,Port,GRESIK,2021-12-18 02:45 UTC,-,-,Not in Transit,525120003,0,2021-12-04 04:15 UTC,Tug,-,-,Indonesia
SEROJA XXII,ARRIVAL,Port,GRESIK,2021-12-18 02:49 UTC,CILEGON,SURABAYA RIVER ANCH,Not in Transit,525201634,9922873,2021-12-14 08:42 UTC,Tanker,4764,-,Indonesia
PUTRA PASIFIC 01,ARRIVAL,Port,GRESIK,2021-12-18 03:07 UTC,GRESIK,GRESIK,Not in Transit,525000000,0,2021-12-09 12:45 UTC,Tanker,-,-,Indonesia
SEMAR SEBELAS,DEPARTURE,Port,GRESIK,2021-12-18 03:35 UTC,-,-,Not in Transit,525012302,9028902,2021-12-11 15:17 UTC,Tug,-,-,Indonesia
JAYANEGARA 202,DEPARTURE,Port,GRESIK,2021-12-18 04:00 UTC,-,-,Not in Transit,525200069,9793636,2021-12-18 01:23 UTC,Tug,190,-,Indonesia
POLAIR3,ARRIVAL,Port,GRESIK,2021-12-18 04:03 UTC,GRESIK,GRESIK,Not in Transit,525000003,0,2021-12-18 02:37 UTC,Other,-,-,Indonesia
JAYANEGARA 202,ARRIVAL,Port,GRESIK,2021-12-18 04:59 UTC,GRESIK,GRESIK,Not in Transit,525200069,9793636,2021-12-18 04:00 UTC,Tug,190,-,Indonesia
LM KEMPAS,DEPARTURE,Port,GRESIK,2021-12-18 05:25 UTC,-,-,Not in Transit,525101568,9917660,2021-11-28 17:45 UTC,Tug,136,-,Indonesia
POLAIR3,DEPARTURE,Port,GRESIK,2021-12-18 05:52 UTC,-,-,Not in Transit,525000003,0,2021-12-18 02:37 UTC,Other,-,-,Indonesia
SEROJA XVI,ARRIVAL,Port,GRESIK,2021-12-18 06:18 UTC,PALEMBANG,SURABAYA ANCH,Not in Transit,525024402,9767223,2021-12-14 03:41 UTC,Tanker,5573,-,Indonesia
TB.AS JAYA 9,DEPARTURE,Port,GRESIK,2021-12-18 08:00 UTC,-,-,Not in Transit,525000009,0,2021-12-17 12:49 UTC,Tug,-,-,Indonesia
JAYANEGARA 203,DEPARTURE,Port,GRESIK,2021-12-18 09:00 UTC,-,-,Not in Transit,525200068,9793648,2021-12-17 14:09 UTC,Tug,190,-,Indonesia
JAYANEGARA 202,DEPARTURE,Port,GRESIK,2021-12-18 09:02 UTC,-,-,Not in Transit,525200069,9793636,2021-12-18 04:00 UTC,Tug,190,-,Indonesia
JAYANEGARA 203,ARRIVAL,Port,GRESIK,2021-12-18 09:25 UTC,GRESIK,GRESIK,Not in Transit,525200068,9793648,2021-12-18 09:00 UTC,Tug,190,-,Indonesia
JAYANEGARA 202,ARRIVAL,Port,GRESIK,2021-12-18 09:54 UTC,GRESIK,GRESIK,Not in Transit,525200069,9793636,2021-12-18 09:02 UTC,Tug,190,-,Indonesia
SMS VINCENT,ARRIVAL,Port,GRESIK,2021-12-18 10:35 UTC,GRESIK,GRESIK,Not in Transit,525019391,9459228,2021-12-17 23:45 UTC,Special Craft,96,-,Indonesia
SEMAR SEBELAS,ARRIVAL,Port,GRESIK,2021-12-18 11:02 UTC,JAKARTA,SURABAYA RIVER ANCH,Not in Transit,525012302,9028902,2021-12-11 15:17 UTC,Tug,-,-,Indonesia
ZHEN ZHU WAN,ARRIVAL,Port,GRESIK,2021-12-18 11:19 UTC,SUNGAI UDANG,MALACCA ANCH,Not in Transit,413368000,9406855,2021-12-15 07:33 UTC,Tanker,6315,-,China
EMMANUEL C,DEPARTURE,Port,GRESIK,2021-12-18 11:55 UTC,-,-,Not in Transit,538005790,9394909,2021-11-23 19:17 UTC,Cargo,58837,-,Marshall Is
TB.FLORES 1,DEPARTURE,Port,GRESIK,2021-12-18 12:23 UTC,-,-,Not in Transit,525010178,0,2021-12-12 10:37 UTC,Tug,-,-,Indonesia
SEMAR SEBELAS,DEPARTURE,Port,GRESIK,2021-12-18 12:51 UTC,-,-,Not in Transit,525012302,9028902,2021-12-11 15:17 UTC,Tug,-,-,Indonesia
KALTIM EXPRESS 22,DEPARTURE,Port,GRESIK,2021-12-18 14:07 UTC,-,-,In Transit,525400229,8905359,2021-11-26 11:59 UTC,Cargo,1115,-,Indonesia
SHENG HE HAI,ARRIVAL,Port,GRESIK,2021-12-18 14:44 UTC,MESAIEED,SURABAYA ANCH,Not in Transit,414179000,9677325,2021-11-28 10:33 UTC,Cargo,58089,-,China
SEMAR SEBELAS,ARRIVAL,Port,GRESIK,2021-12-18 15:36 UTC,JAKARTA,SURABAYA RIVER ANCH,Not in Transit,525012302,9028902,2021-12-11 15:17 UTC,Tug,-,-,Indonesia
TIRTA SAMUDRA XXX,DEPARTURE,Port,GRESIK,2021-12-18 15:54 UTC,-,-,Not in Transit,525021088,9678836,2021-12-08 09:50 UTC,Cargo,3400,-,Indonesia
BEST,DEPARTURE,Port,GRESIK,2021-12-18 15:56 UTC,-,-,Not in Transit,525009083,8804270,2021-12-09 14:59 UTC,Tanker,602,-,Indonesia
BINTANG MUTIARA 28,DEPARTURE,Port,GRESIK,2021-12-18 16:07 UTC,-,-,Not in Transit,525020280,0,2021-11-28 04:38 UTC,Tug,-,-,Indonesia
DA DE 2,ARRIVAL,Port,GRESIK,2021-12-18 17:27 UTC,LEMBAR,LEMBAR,In Transit,525900940,9895056,2021-12-17 21:12 UTC,Passenger,2956,-,Indonesia
DA DE 2,DEPARTURE,Port,GRESIK,2021-12-18 17:54 UTC,-,-,In Transit,525900940,9895056,2021-12-17 21:12 UTC,Passenger,2956,-,Indonesia
525000002 99,ARRIVAL,Port,GRESIK,2021-12-18 18:06 UTC,GRESIK,GRESIK,Not in Transit,525000002,0,2021-12-17 12:21 UTC,Tug,-,-,Indonesia
POLAIR3,ARRIVAL,Port,GRESIK,2021-12-18 18:39 UTC,KARIANGAU,KARIANGAU,Not in Transit,525000003,0,2021-12-18 09:34 UTC,Other,-,-,Indonesia
JAYANEGARA 304,ARRIVAL,Port,GRESIK,2021-12-18 18:42 UTC,SURABAYA,SURABAYA,Not in Transit,525200036,9791377,2021-12-18 18:27 UTC,Tug,-,-,Indonesia
BINA BENUA 36,ARRIVAL,Port,GRESIK,2021-12-18 19:08 UTC,SEMARANG,SEMARANG,Not in Transit,525300711,0,2021-11-19 22:57 UTC,Tanker,-,-,Indonesia
PUTRA ABADI 77,DEPARTURE,Port,GRESIK,2021-12-18 19:22 UTC,-,-,Not in Transit,525300079,0,2021-12-10 00:53 UTC,Tug,-,-,Indonesia
